구동,동물미용업 동물미용업,동물병원 동물병원,동물약국 동물약국,미용업 기타,미용업 네일아트업,미용업 메이크업업,미용업 숙박업 기타,미용업 일반미용업,미용업 일반이용업,미용업 피부미용업,병원 병원,병원 요양병원(노인병원),병원 요양병원(일반요양병원),병원 정신병원,병원 종합병원,병원 치과병원,병원 한방병원,세탁업 빨래방업,세탁업 세탁업 기타,세탁업 운동화전문세탁업,세탁업 일반세탁업,약국 약국,영화상영관 영화상영관,의원 보건소,의원 보건지소,의원 의원,의원 조산원,의원 치과의원,의원 한의원,이용업 이용업 기타,이용업 일반이용업,일반음식점 감성주점,일반음식점 경양식,일반음식점 기타,일반음식점 김밥(도시락),일반음식점 까페,일반음식점 냉면집,일반음식점 라이브카페,일반음식점 복어취급,일반음식점 분식,일반음식점 뷔페식,일반음식점 식육(숯불구이),"일반음식점 외국음식전문점(인도,태국등)",일반음식점 이동조리,일반음식점 일반음식점,일반음식점 일식,일반음식점 전통찻집,일반음식점 정종/대포집/소주방,일반음식점 중국식,일반음식점 출장조리,일반음식점 커피숍,일반음식점 키즈카페,일반음식점 탕류(보신용),일반음식점 통닭(치킨),일반음식점 패밀리레스트랑,일반음식점 패스트푸드,일반음식점 한식,일반음식점 호프/통닭,일반음식점 횟집,제과점영업 제과점영업,제과점영업 푸드트럭,휴게음식점 고속도로,휴게음식점 공항,휴게음식점 과자점,휴게음식점 관광호텔,휴게음식점 극장,휴게음식점 기타 휴게음식점,휴게음식점 다방,휴게음식점 단란주점,휴게음식점 떡카페,휴게음식점 백화점,휴게음식점 아이스크림,휴게음식점 유원지,휴게음식점 일반조리판매,휴게음식점 전통찻집,휴게음식점 철도역구내,휴게음식점 커피숍,휴게음식점 키즈카페,휴게음식점 패스트푸드,휴게음식점 편의점,휴게음식점 푸드트럭,휴게음식점 호프/통닭,동물미용업,동물병원,동물약국,미용업,병원,세탁업,약국,영화상영관,의원,이용업,일반음식점,제과점영업,휴게음식점
양천구 목5동,24.0,21.0,29.0,0.0,63.0,20.0,0.0,300.0,0.0,82.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,54.0,17.0,0.0,0.0,115.0,0.0,66.0,28.0,1.0,24.0,5.0,56.0,235.0,4.0,20.0,23.0,1.0,2.0,81.0,9.0,24.0,18.0,0.0,0.0,57.0,0.0,7.0,57.0,0.0,0.0,0.0,0.0,23.0,7.0,2.0,408.0,116.0,11.0,67.0,0.0,0.0,0.0,4.0,0.0,0.0,82.0,2.0,0.0,0.0,22.0,4.0,0.0,62.0,1.0,2.0,179.0,2.0,19.0,69.0,0.0,0.0,24.0,21.0,29.0,465.0,2.0,49.0,54.0,17.0,209.0,25.0,1166.0,67.0,448.0
양천구 서강동,20.0,15.0,28.0,0.0,76.0,14.0,0.0,311.0,0.0,71.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,55.0,59.0,0.0,1.0,0.0,96.0,0.0,52.0,31.0,1.0,28.0,7.0,29.0,202.0,6.0,13.0,28.0,0.0,0.0,80.0,0.0,14.0,4.0,0.0,0.0,47.0,0.0,13.0,43.0,0.0,0.0,0.0,0.0,33.0,5.0,3.0,397.0,126.0,12.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,2.0,0.0,3.0,0.0,1.0,0.0,44.0,1.0,0.0,162.0,4.0,19.0,69.0,0.0,0.0,20.0,15.0,28.0,472.0,6.0,55.0,59.0,0.0,180.0,29.0,1062.0,55.0,393.0
양천구 신수동,20.0,15.0,28.0,0.0,76.0,14.0,0.0,311.0,0.0,71.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,55.0,59.0,0.0,1.0,0.0,96.0,0.0,52.0,31.0,1.0,28.0,7.0,29.0,202.0,6.0,13.0,28.0,0.0,0.0,80.0,0.0,14.0,4.0,0.0,0.0,47.0,0.0,13.0,43.0,0.0,0.0,0.0,0.0,33.0,5.0,3.0,397.0,126.0,12.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,2.0,0.0,3.0,0.0,1.0,0.0,44.0,1.0,0.0,162.0,4.0,19.0,69.0,0.0,0.0,20.0,15.0,28.0,472.0,6.0,55.0,59.0,0.0,180.0,29.0,1062.0,55.0,393.0
양천구 신월1동,24.0,12.0,19.0,0.0,38.0,2.0,0.0,261.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,26.0,0.0,0.0,0.0,51.0,0.0,22.0,10.0,1.0,38.0,2.0,12.0,128.0,5.0,13.0,10.0,0.0,0.0,66.0,1.0,15.0,1.0,0.0,0.0,20.0,0.0,23.0,27.0,0.0,0.0,0.0,1.0,32.0,0.0,4.0,407.0,135.0,9.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,92.0,1.0,14.0,59.0,1.0,0.0,24.0,12.0,19.0,331.0,1.0,37.0,26.0,0.0,83.0,39.0,911.0,25.0,233.0
양천구 신월2동,24.0,12.0,19.0,0.0,38.0,2.0,0.0,261.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,26.0,0.0,0.0,0.0,51.0,0.0,22.0,10.0,1.0,38.0,2.0,12.0,128.0,5.0,13.0,10.0,0.0,0.0,66.0,1.0,15.0,1.0,0.0,0.0,20.0,0.0,23.0,27.0,0.0,0.0,0.0,1.0,32.0,0.0,4.0,407.0,135.0,9.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,92.0,1.0,14.0,59.0,1.0,0.0,24.0,12.0,19.0,331.0,1.0,37.0,26.0,0.0,83.0,39.0,911.0,25.0,233.0
양천구 신월3동,24.0,12.0,19.0,0.0,38.0,2.0,0.0,261.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,26.0,0.0,0.0,0.0,51.0,0.0,22.0,10.0,1.0,38.0,2.0,12.0,128.0,5.0,13.0,10.0,0.0,0.0,66.0,1.0,15.0,1.0,0.0,0.0,20.0,0.0,23.0,27.0,0.0,0.0,0.0,1.0,32.0,0.0,4.0,407.0,135.0,9.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,92.0,1.0,14.0,59.0,1.0,0.0,24.0,12.0,19.0,331.0,1.0,37.0,26.0,0.0,83.0,39.0,911.0,25.0,233.0
양천구 신월4동,24.0,12.0,19.0,0.0,38.0,2.0,0.0,261.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,26.0,0.0,0.0,0.0,51.0,0.0,22.0,10.0,1.0,38.0,2.0,12.0,128.0,5.0,13.0,10.0,0.0,0.0,66.0,1.0,15.0,1.0,0.0,0.0,20.0,0.0,23.0,27.0,0.0,0.0,0.0,1.0,32.0,0.0,4.0,407.0,135.0,9.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,92.0,1.0,14.0,59.0,1.0,0.0,24.0,12.0,19.0,331.0,1.0,37.0,26.0,0.0,83.0,39.0,911.0,25.0,233.0
양천구 신월5동,24.0,12.0,19.0,0.0,38.0,2.0,0.0,261.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,26.0,0.0,0.0,0.0,51.0,0.0,22.0,10.0,1.0,38.0,2.0,12.0,128.0,5.0,13.0,10.0,0.0,0.0,66.0,1.0,15.0,1.0,0.0,0.0,20.0,0.0,23.0,27.0,0.0,0.0,0.0,1.0,32.0,0.0,4.0,407.0,135.0,9.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,92.0,1.0,14.0,59.0,1.0,0.0,24.0,12.0,19.0,331.0,1.0,37.0,26.0,0.0,83.0,39.0,911.0,25.0,233.0
양천구 신월6동,24.0,12.0,19.0,0.0,38.0,2.0,0.0,261.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,26.0,0.0,0.0,0.0,51.0,0.0,22.0,10.0,1.0,38.0,2.0,12.0,128.0,5.0,13.0,10.0,0.0,0.0,66.0,1.0,15.0,1.0,0.0,0.0,20.0,0.0,23.0,27.0,0.0,0.0,0.0,1.0,32.0,0.0,4.0,407.0,135.0,9.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,92.0,1.0,14.0,59.0,1.0,0.0,24.0,12.0,19.0,331.0,1.0,37.0,26.0,0.0,83.0,39.0,911.0,25.0,233.0
양천구 신월7동,24.0,12.0,19.0,0.0,38.0,2.0,0.0,261.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,26.0,0.0,0.0,0.0,51.0,0.0,22.0,10.0,1.0,38.0,2.0,12.0,128.0,5.0,13.0,10.0,0.0,0.0,66.0,1.0,15.0,1.0,0.0,0.0,20.0,0.0,23.0,27.0,0.0,0.0,0.0,1.0,32.0,0.0,4.0,407.0,135.0,9.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,92.0,1.0,14.0,59.0,1.0,0.0,24.0,12.0,19.0,331.0,1.0,37.0,26.0,0.0,83.0,39.0,911.0,25.0,233.0
양천구 신정1동,20.0,15.0,28.0,0.0,76.0,14.0,0.0,311.0,0.0,71.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,55.0,59.0,0.0,1.0,0.0,96.0,0.0,52.0,31.0,1.0,28.0,7.0,29.0,202.0,6.0,13.0,28.0,0.0,0.0,80.0,0.0,14.0,4.0,0.0,0.0,47.0,0.0,13.0,43.0,0.0,0.0,0.0,0.0,33.0,5.0,3.0,397.0,126.0,12.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,2.0,0.0,3.0,0.0,1.0,0.0,44.0,1.0,0.0,162.0,4.0,19.0,69.0,0.0,0.0,20.0,15.0,28.0,472.0,6.0,55.0,59.0,0.0,180.0,29.0,1062.0,55.0,393.0
양천구 신정2동,20.0,15.0,28.0,0.0,76.0,14.0,0.0,311.0,0.0,71.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,55.0,59.0,0.0,1.0,0.0,96.0,0.0,52.0,31.0,1.0,28.0,7.0,29.0,202.0,6.0,13.0,28.0,0.0,0.0,80.0,0.0,14.0,4.0,0.0,0.0,47.0,0.0,13.0,43.0,0.0,0.0,0.0,0.0,33.0,5.0,3.0,397.0,126.0,12.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,2.0,0.0,3.0,0.0,1.0,0.0,44.0,1.0,0.0,162.0,4.0,19.0,69.0,0.0,0.0,20.0,15.0,28.0,472.0,6.0,55.0,59.0,0.0,180.0,29.0,1062.0,55.0,393.0
양천구 신정3동,20.0,15.0,28.0,0.0,76.0,14.0,0.0,311.0,0.0,71.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,55.0,59.0,0.0,1.0,0.0,96.0,0.0,52.0,31.0,1.0,28.0,7.0,29.0,202.0,6.0,13.0,28.0,0.0,0.0,80.0,0.0,14.0,4.0,0.0,0.0,47.0,0.0,13.0,43.0,0.0,0.0,0.0,0.0,33.0,5.0,3.0,397.0,126.0,12.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,2.0,0.0,3.0,0.0,1.0,0.0,44.0,1.0,0.0,162.0,4.0,19.0,69.0,0.0,0.0,20.0,15.0,28.0,472.0,6.0,55.0,59.0,0.0,180.0,29.0,1062.0,55.0,393.0
양천구 신정4동,20.0,15.0,28.0,0.0,76.0,14.0,0.0,311.0,0.0,71.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,55.0,59.0,0.0,1.0,0.0,96.0,0.0,52.0,31.0,1.0,28.0,7.0,29.0,202.0,6.0,13.0,28.0,0.0,0.0,80.0,0.0,14.0,4.0,0.0,0.0,47.0,0.0,13.0,43.0,0.0,0.0,0.0,0.0,33.0,5.0,3.0,397.0,126.0,12.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,2.0,0.0,3.0,0.0,1.0,0.0,44.0,1.0,0.0,162.0,4.0,19.0,69.0,0.0,0.0,20.0,15.0,28.0,472.0,6.0,55.0,59.0,0.0,180.0,29.0,1062.0,55.0,393.0
양천구 신정6동,20.0,15.0,28.0,0.0,76.0,14.0,0.0,311.0,0.0,71.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,55.0,59.0,0.0,1.0,0.0,96.0,0.0,52.0,31.0,1.0,28.0,7.0,29.0,202.0,6.0,13.0,28.0,0.0,0.0,80.0,0.0,14.0,4.0,0.0,0.0,47.0,0.0,13.0,43.0,0.0,0.0,0.0,0.0,33.0,5.0,3.0,397.0,126.0,12.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,2.0,0.0,3.0,0.0,1.0,0.0,44.0,1.0,0.0,162.0,4.0,19.0,69.0,0.0,0.0,20.0,15.0,28.0,472.0,6.0,55.0,59.0,0.0,180.0,29.0,1062.0,55.0,393.0
양천구 신정7동,20.0,15.0,28.0,0.0,76.0,14.0,0.0,311.0,0.0,71.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,55.0,59.0,0.0,1.0,0.0,96.0,0.0,52.0,31.0,1.0,28.0,7.0,29.0,202.0,6.0,13.0,28.0,0.0,0.0,80.0,0.0,14.0,4.0,0.0,0.0,47.0,0.0,13.0,43.0,0.0,0.0,0.0,0.0,33.0,5.0,3.0,397.0,126.0,12.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,2.0,0.0,3.0,0.0,1.0,0.0,44.0,1.0,0.0,162.0,4.0,19.0,69.0,0.0,0.0,20.0,15.0,28.0,472.0,6.0,55.0,59.0,0.0,180.0,29.0,1062.0,55.0,393.0
영등포구 당산제1동,0.0,1.0,4.0,3.0,15.0,9.0,0.0,67.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,1.0,0.0,14.0,0.0,11.0,7.0,0.0,12.0,0.0,21.0,94.0,0.0,8.0,0.0,1.0,1.0,42.0,4.0,1.0,6.0,0.0,0.0,31.0,1.0,13.0,15.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,260.0,48.0,1.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,6.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,49.0,0.0,5.0,24.0,0.0,0.0,0.0,1.0,4.0,115.0,0.0,5.0,9.0,0.0,33.0,12.0,556.0,13.0,119.0
영등포구 당산제2동,1.0,3.0,12.0,1.0,18.0,9.0,0.0,56.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,42.0,0.0,19.0,10.0,0.0,6.0,1.0,17.0,61.0,1.0,4.0,0.0,0.0,0.0,25.0,3.0,1.0,1.0,0.0,0.0,23.0,0.0,8.0,18.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,169.0,27.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,2.0,53.0,0.0,7.0,27.0,0.0,0.0,1.0,3.0,12.0,107.0,0.0,13.0,16.0,0.0,71.0,6.0,370.0,9.0,123.0
영등포구 대림제1동,1.0,2.0,13.0,1.0,27.0,4.0,0.0,156.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,41.0,0.0,24.0,11.0,0.0,27.0,0.0,4.0,64.0,2.0,4.0,0.0,3.0,0.0,57.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,13.0,272.0,1.0,0.0,0.0,0.0,12.0,0.0,2.0,282.0,155.0,2.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,23.0,5.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,60.0,0.0,9.0,29.0,0.0,0.0,1.0,2.0,13.0,219.0,1.0,20.0,40.0,0.0,76.0,27.0,882.0,16.0,162.0
영등포구 대림제2동,1.0,2.0,13.0,1.0,27.0,4.0,0.0,156.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,41.0,0.0,24.0,11.0,0.0,27.0,0.0,4.0,64.0,2.0,4.0,0.0,3.0,0.0,57.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,13.0,272.0,1.0,0.0,0.0,0.0,12.0,0.0,2.0,282.0,155.0,2.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,23.0,5.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,60.0,0.0,9.0,29.0,0.0,0.0,1.0,2.0,13.0,219.0,1.0,20.0,40.0,0.0,76.0,27.0,882.0,16.0,162.0
영등포구 대림제3동,1.0,2.0,13.0,1.0,27.0,4.0,0.0,156.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,41.0,0.0,24.0,11.0,0.0,27.0,0.0,4.0,64.0,2.0,4.0,0.0,3.0,0.0,57.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,13.0,272.0,1.0,0.0,0.0,0.0,12.0,0.0,2.0,282.0,155.0,2.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,23.0,5.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,60.0,0.0,9.0,29.0,0.0,0.0,1.0,2.0,13.0,219.0,1.0,20.0,40.0,0.0,76.0,27.0,882.0,16.0,162.0
영등포구 도림동,0.0,1.0,1.0,0.0,3.0,2.0,0.0,38.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,4.0,0.0,2.0,5.0,1.0,6.0,0.0,4.0,20.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,16.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,60.0,15.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,21.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,48.0,0.0,12.0,7.0,0.0,11.0,7.0,148.0,7.0,51.0
영등포구 문래동,0.0,3.0,9.0,1.0,12.0,2.0,0.0,41.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,26.0,0.0,16.0,6.0,0.0,6.0,1.0,37.0,110.0,3.0,2.0,0.0,1.0,0.0,33.0,6.0,4.0,11.0,0.0,0.0,39.0,0.0,13.0,19.0,0.0,0.0,1.0,0.0,9.0,0.0,3.0,293.0,42.0,2.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,25.0,17.0,0.0,0.0,1.0,1.0,0.0,26.0,1.0,0.0,71.0,1.0,9.0,25.0,0.0,0.0,0.0,3.0,9.0,73.0,2.0,6.0,16.0,0.0,48.0,6.0,629.0,12.0,181.0
영등포구 신길제1동,22.0,14.0,20.0,1.0,27.0,4.0,0.0,202.0,0.0,31.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,0.0,0.0,0.0,63.0,0.0,37.0,16.0,0.0,31.0,1.0,24.0,91.0,4.0,6.0,0.0,2.0,0.0,85.0,4.0,0.0,3.0,0.0,0.0,32.0,0.0,14.0,46.0,0.0,0.0,0.0,2.0,18.0,0.0,3.0,393.0,75.0,6.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,51.0,7.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,2.0,90.0,0.0,11.0,64.0,0.0,0.0,22.0,14.0,20.0,265.0,3.0,39.0,38.0,0.0,116.0,31.0,809.0,20.0,254.0
영등포구 신길제3동,22.0,14.0,20.0,1.0,27.0,4.0,0.0,202.0,0.0,31.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,0.0,0.0,0.0,63.0,0.0,37.0,16.0,0.0,31.0,1.0,24.0,91.0,4.0,6.0,0.0,2.0,0.0,85.0,4.0,0.0,3.0,0.0,0.0,32.0,0.0,14.0,46.0,0.0,0.0,0.0,2.0,18.0,0.0,3.0,393.0,75.0,6.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,51.0,7.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,2.0,90.0,0.0,11.0,64.0,0.0,0.0,22.0,14.0,20.0,265.0,3.0,39.0,38.0,0.0,116.0,31.0,809.0,20.0,254.0
영등포구 신길제4동,22.0,14.0,20.0,1.0,27.0,4.0,0.0,202.0,0.0,31.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,0.0,0.0,0.0,63.0,0.0,37.0,16.0,0.0,31.0,1.0,24.0,91.0,4.0,6.0,0.0,2.0,0.0,85.0,4.0,0.0,3.0,0.0,0.0,32.0,0.0,14.0,46.0,0.0,0.0,0.0,2.0,18.0,0.0,3.0,393.0,75.0,6.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,51.0,7.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,2.0,90.0,0.0,11.0,64.0,0.0,0.0,22.0,14.0,20.0,265.0,3.0,39.0,38.0,0.0,116.0,31.0,809.0,20.0,254.0
영등포구 신길제5동,23.0,16.0,33.0,2.0,54.0,8.0,0.0,358.0,0.0,62.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,78.0,0.0,0.0,0.0,104.0,0.0,61.0,27.0,0.0,58.0,1.0,28.0,155.0,6.0,10.0,0.0,5.0,0.0,142.0,5.0,0.0,5.0,0.0,0.0,37.0,1.0,27.0,318.0,1.0,0.0,0.0,2.0,30.0,0.0,5.0,675.0,230.0,8.0,36.0,0.0,0.0,0.0,8.0,0.0,0.0,74.0,12.0,0.0,0.0,0.0,5.0,0.0,52.0,0.0,2.0,150.0,0.0,20.0,93.0,0.0,0.0,23.0,16.0,33.0,484.0,4.0,59.0,78.0,0.0,192.0,58.0,1691.0,36.0,416.0
영등포구 신길제6동,22.0,14.0,20.0,1.0,27.0,4.0,0.0,202.0,0.0,31.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,0.0,0.0,0.0,63.0,0.0,37.0,16.0,0.0,31.0,1.0,24.0,91.0,4.0,6.0,0.0,2.0,0.0,85.0,4.0,0.0,3.0,0.0,0.0,32.0,0.0,14.0,46.0,0.0,0.0,0.0,2.0,18.0,0.0,3.0,393.0,75.0,6.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,51.0,7.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,2.0,90.0,0.0,11.0,64.0,0.0,0.0,22.0,14.0,20.0,265.0,3.0,39.0,38.0,0.0,116.0,31.0,809.0,20.0,254.0
영등포구 신길제7동,22.0,14.0,20.0,1.0,27.0,4.0,0.0,202.0,0.0,31.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,0.0,0.0,0.0,63.0,0.0,37.0,16.0,0.0,31.0,1.0,24.0,91.0,4.0,6.0,0.0,2.0,0.0,85.0,4.0,0.0,3.0,0.0,0.0,32.0,0.0,14.0,46.0,0.0,0.0,0.0,2.0,18.0,0.0,3.0,393.0,75.0,6.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,51.0,7.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,2.0,90.0,0.0,11.0,64.0,0.0,0.0,22.0,14.0,20.0,265.0,3.0,39.0,38.0,0.0,116.0,31.0,809.0,20.0,254.0
영등포구 양평제1동,0.0,2.0,2.0,0.0,10.0,5.0,0.0,29.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,7.0,0.0,5.0,2.0,0.0,6.0,2.0,7.0,54.0,2.0,6.0,0.0,0.0,0.0,26.0,2.0,0.0,4.0,0.0,0.0,20.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,6.0,0.0,5.0,135.0,19.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,5.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,39.0,0.0,5.0,21.0,0.0,0.0,0.0,2.0,2.0,48.0,0.0,8.0,5.0,0.0,14.0,6.0,302.0,8.0,103.0
영등포구 양평제2동,0.0,1.0,8.0,0.0,8.0,9.0,0.0,37.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,9.0,0.0,11.0,5.0,0.0,3.0,1.0,18.0,93.0,1.0,5.0,0.0,1.0,0.0,18.0,1.0,1.0,3.0,0.0,0.0,13.0,0.0,3.0,17.0,0.0,0.0,0.0,1.0,8.0,0.0,4.0,183.0,24.0,1.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,23.0,3.0,0.0,1.0,1.0,1.0,0.0,18.0,1.0,0.0,45.0,0.0,5.0,30.0,0.0,0.0,0.0,1.0,8.0,61.0,0.0,10.0,10.0,0.0,25.0,3.0,396.0,13.0,131.0
영등포구 여의동,4.0,4.0,18.0,1.0,30.0,6.0,0.0,72.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49.0,9.0,0.0,0.0,82.0,0.0,48.0,20.0,0.0,13.0,2.0,151.0,258.0,7.0,20.0,2.0,3.0,0.0,116.0,12.0,2.0,39.0,0.0,0.0,163.0,1.0,20.0,77.0,3.0,0.0,0.0,4.0,12.0,6.0,7.0,764.0,77.0,0.0,59.0,0.0,0.0,0.0,5.0,2.0,0.0,76.0,8.0,0.0,1.0,15.0,6.0,0.0,47.0,1.0,2.0,253.0,0.0,16.0,57.0,111.0,0.0,4.0,4.0,18.0,153.0,0.0,11.0,49.0,9.0,150.0,13.0,1746.0,59.0,600.0
영등포구 영등포동,2.0,5.0,20.0,1.0,27.0,9.0,0.0,97.0,0.0,31.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,40.0,19.0,0.0,0.0,56.0,0.0,32.0,15.0,0.0,22.0,3.0,55.0,122.0,3.0,7.0,1.0,2.0,2.0,77.0,4.0,3.0,9.0,0.0,0.0,68.0,1.0,22.0,48.0,0.0,0.0,0.0,1.0,10.0,3.0,4.0,545.0,88.0,1.0,42.0,0.0,0.0,0.0,6.0,2.0,0.0,50.0,22.0,0.0,1.0,55.0,4.0,0.0,54.0,0.0,9.0,124.0,2.0,14.0,51.0,2.0,0.0,2.0,5.0,20.0,165.0,5.0,14.0,40.0,19.0,103.0,22.0,1079.0,42.0,396.0
